Local time,Open,High,Low,Close,Volume
26.12.2012 11:00:00.000 GMT+1100,3.5640,3.6119,3.5610,3.5949,0.0432
27.12.2012 11:00:00.000 GMT+1100,3.5959,3.6110,3.5879,3.6050,0.1079
28.12.2012 11:00:00.000 GMT+1100,3.6038,3.6209,3.5849,3.5888,0.0852
29.12.2012 11:00:00.000 GMT+1100,3.5888,3.5888,3.5888,3.5888,0
30.12.2012 11:00:00.000 GMT+1100,3.5859,3.5880,3.5809,3.5839,0.0043
31.12.2012 11:00:00.000 GMT+1100,3.5878,3.6258,3.5848,3.6139,0.0911
01.01.2013 11:00:00.000 GMT+1100,3.6139,3.6139,3.6139,3.6139,0
02.01.2013 11:00:00.000 GMT+1100,3.6789,3.7579,3.6759,3.7359,0.1149
03.01.2013 11:00:00.000 GMT+1100,3.7350,3.7580,3.6898,3.6959,0.1439
04.01.2013 11:00:00.000 GMT+1100,3.6969,3.7060,3.6699,3.6980,0.1661
05.01.2013 11:00:00.000 GMT+1100,3.6980,3.6980,3.6980,3.6980,0
06.01.2013 11:00:00.000 GMT+1100,3.7079,3.7079,3.6988,3.7018,0.0035
07.01.2013 11:00:00.000 GMT+1100,3.7010,3.7010,3.6518,3.6868,0.1192
08.01.2013 11:00:00.000 GMT+1100,3.6879,3.6908,3.6588,3.6810,0.1237
09.01.2013 11:00:00.000 GMT+1100,3.6818,3.7060,3.6638,3.6700,0.122
10.01.2013 11:00:00.000 GMT+1100,3.6689,3.7169,3.6648,3.7119,0.1386
11.01.2013 11:00:00.000 GMT+1100,3.7110,3.7159,3.6519,3.6589,0.1307
12.01.2013 11:00:00.000 GMT+1100,3.6589,3.6589,3.6589,3.6589,0
13.01.2013 11:00:00.000 GMT+1100,3.6580,3.6649,3.6576,3.6607,0.0019
14.01.2013 11:00:00.000 GMT+1100,3.6620,3.6879,3.6318,3.6429,0.1204
15.01.2013 11:00:00.000 GMT+1100,3.6440,3.6500,3.6049,3.6369,0.137
16.01.2013 11:00:00.000 GMT+1100,3.6359,3.6440,3.5988,3.6158,0.1189
17.01.2013 11:00:00.000 GMT+1100,3.6168,3.6660,3.5998,3.6558,0.144
18.01.2013 11:00:00.000 GMT+1100,3.6570,3.6960,3.6538,3.6748,0.1365
19.01.2013 11:00:00.000 GMT+1100,3.6748,3.6748,3.6748,3.6748,0
20.01.2013 11:00:00.000 GMT+1100,3.6740,3.6809,3.6719,3.6808,0.0027
21.01.2013 11:00:00.000 GMT+1100,3.6800,3.6810,3.6610,3.6690,0.0666
22.01.2013 11:00:00.000 GMT+1100,3.6679,3.7080,3.6668,3.7059,0.1242
23.01.2013 11:00:00.000 GMT+1100,3.7049,3.7100,3.6708,3.6759,0.1052
24.01.2013 11:00:00.000 GMT+1100,3.6748,3.6950,3.6598,3.6738,0.1331
25.01.2013 11:00:00.000 GMT+1100,3.6729,3.6980,3.6399,3.6548,0.1187
26.01.2013 11:00:00.000 GMT+1100,3.6548,3.6548,3.6548,3.6548,0
27.01.2013 11:00:00.000 GMT+1100,3.6569,3.6590,3.6539,3.6568,0.0023
28.01.2013 11:00:00.000 GMT+1100,3.6558,3.6759,3.6429,3.6639,0.0988
29.01.2013 11:00:00.000 GMT+1100,3.6628,3.6929,3.6528,3.6898,0.1108
30.01.2013 11:00:00.000 GMT+1100,3.6908,3.7548,3.6819,3.7499,0.1505
31.01.2013 11:00:00.000 GMT+1100,3.7488,3.7710,3.7159,3.7349,0.1418
01.02.2013 11:00:00.000 GMT+1100,3.7340,3.7850,3.7189,3.7768,0.1399
02.02.2013 11:00:00.000 GMT+1100,3.7768,3.7768,3.7768,3.7768,0
03.02.2013 11:00:00.000 GMT+1100,3.7889,3.7890,3.7818,3.7830,0.002
04.02.2013 11:00:00.000 GMT+1100,3.7818,3.7909,3.7608,3.7658,0.1261
05.02.2013 11:00:00.000 GMT+1100,3.7669,3.7810,3.7559,3.7708,0.1189
06.02.2013 11:00:00.000 GMT+1100,3.7699,3.7820,3.7308,3.7499,0.12
07.02.2013 11:00:00.000 GMT+1100,3.7508,3.7569,3.7200,3.7268,0.1436
08.02.2013 11:00:00.000 GMT+1100,3.7258,3.7729,3.7258,3.7580,0.1208
09.02.2013 11:00:00.000 GMT+1100,3.7580,3.7580,3.7580,3.7580,0
10.02.2013 11:00:00.000 GMT+1100,3.7548,3.7630,3.7548,3.7618,0.0013
11.02.2013 11:00:00.000 GMT+1100,3.7628,3.7680,3.7088,3.7229,0.09
12.02.2013 11:00:00.000 GMT+1100,3.7239,3.7490,3.7088,3.7477,0.1006
13.02.2013 11:00:00.000 GMT+1100,3.7469,3.7610,3.7249,3.7398,0.1002
14.02.2013 11:00:00.000 GMT+1100,3.7409,3.7500,3.7268,3.7419,0.0973
15.02.2013 11:00:00.000 GMT+1100,3.7410,3.7510,3.7180,3.7347,0.1096
16.02.2013 11:00:00.000 GMT+1100,3.7347,3.7347,3.7347,3.7347,0
17.02.2013 11:00:00.000 GMT+1100,3.7429,3.7430,3.7398,3.7429,0.0021
18.02.2013 11:00:00.000 GMT+1100,3.7439,3.7450,3.6778,3.6899,0.0759
19.02.2013 11:00:00.000 GMT+1100,3.6910,3.6970,3.6438,3.6549,0.1206
20.02.2013 11:00:00.000 GMT+1100,3.6538,3.6690,3.5887,3.5998,0.1776
21.02.2013 11:00:00.000 GMT+1100,3.5979,3.6070,3.5359,3.5638,0.1766
22.02.2013 11:00:00.000 GMT+1100,3.5628,3.5880,3.5238,3.5367,0.1434
23.02.2013 11:00:00.000 GMT+1100,3.5367,3.5367,3.5367,3.5367,0
24.02.2013 11:00:00.000 GMT+1100,3.5360,3.5440,3.5358,3.5428,0.0029
25.02.2013 11:00:00.000 GMT+1100,3.5419,3.5709,3.5159,3.5269,0.1772
26.02.2013 11:00:00.000 GMT+1100,3.5279,3.5740,3.5149,3.5678,0.2029
27.02.2013 11:00:00.000 GMT+1100,3.5687,3.5780,3.5411,3.5768,0.1163
28.02.2013 11:00:00.000 GMT+1100,3.5759,3.6009,3.5438,3.5539,0.1386
01.03.2013 11:00:00.000 GMT+1100,3.5550,3.5570,3.4719,3.5118,0.174
02.03.2013 11:00:00.000 GMT+1100,3.5118,3.5118,3.5118,3.5118,0
03.03.2013 11:00:00.000 GMT+1100,3.5009,3.5088,3.4998,3.5069,0.0018
04.03.2013 11:00:00.000 GMT+1100,3.5079,3.5249,3.4809,3.5178,0.1682
05.03.2013 11:00:00.000 GMT+1100,3.5169,3.5430,3.5138,3.5269,0.116
06.03.2013 11:00:00.000 GMT+1100,3.5259,3.5399,3.4860,3.5050,0.12
07.03.2013 11:00:00.000 GMT+1100,3.5040,3.5329,3.4918,3.5219,0.123
08.03.2013 11:00:00.000 GMT+1100,3.5207,3.5320,3.4978,3.5129,0.1395
09.03.2013 11:00:00.000 GMT+1100,3.5129,3.5129,3.5129,3.5129,0
10.03.2013 11:00:00.000 GMT+1100,3.5029,3.5040,3.4939,3.5029,0.0088
11.03.2013 11:00:00.000 GMT+1100,3.5039,3.5259,3.4748,3.5229,0.1207
12.03.2013 11:00:00.000 GMT+1100,3.5240,3.5750,3.4988,3.5528,0.1439
13.03.2013 11:00:00.000 GMT+1100,3.5539,3.5658,3.5208,3.5269,0.1125
14.03.2013 11:00:00.000 GMT+1100,3.5259,3.5480,3.5108,3.5348,0.1092
15.03.2013 11:00:00.000 GMT+1100,3.5359,3.5580,3.5138,3.5159,0.1168
16.03.2013 11:00:00.000 GMT+1100,3.5159,3.5159,3.5159,3.5159,0
17.03.2013 11:00:00.000 GMT+1100,3.5069,3.5078,3.4789,3.4890,0.0124
18.03.2013 11:00:00.000 GMT+1100,3.4899,3.4939,3.4117,3.4239,0.1993
19.03.2013 11:00:00.000 GMT+1100,3.4230,3.4399,3.3878,3.3999,0.1368
20.03.2013 11:00:00.000 GMT+1100,3.4008,3.4520,3.3910,3.4398,0.1331
21.03.2013 11:00:00.000 GMT+1100,3.4409,3.4928,3.4198,3.4439,0.1614
22.03.2013 11:00:00.000 GMT+1100,3.4429,3.4760,3.4308,3.4680,0.1345
23.03.2013 11:00:00.000 GMT+1100,3.4680,3.4680,3.4680,3.4680,0
24.03.2013 11:00:00.000 GMT+1100,3.4668,3.4759,3.4660,3.4720,0.0046
25.03.2013 11:00:00.000 GMT+1100,3.4709,3.4850,3.4368,3.4528,0.1341
26.03.2013 11:00:00.000 GMT+1100,3.4539,3.4750,3.4378,3.4569,0.1245
27.03.2013 11:00:00.000 GMT+1100,3.4580,3.4590,3.4239,3.4560,0.1167
28.03.2013 11:00:00.000 GMT+1100,3.4568,3.4610,3.3958,3.4039,0.1278
29.03.2013 11:00:00.000 GMT+1100,3.4039,3.4039,3.4039,3.4039,0
30.03.2013 11:00:00.000 GMT+1100,3.4039,3.4039,3.4039,3.4039,0
31.03.2013 11:00:00.000 GMT+1100,3.3998,3.4020,3.3578,3.3669,0.0145
01.04.2013 11:00:00.000 GMT+1100,3.3680,3.3760,3.3389,3.3719,0.1155
02.04.2013 11:00:00.000 GMT+1100,3.3729,3.3849,3.3578,3.3729,0.1513
03.04.2013 11:00:00.000 GMT+1100,3.3719,3.3850,3.3238,3.3270,0.139
04.04.2013 11:00:00.000 GMT+1100,3.3278,3.3710,3.3049,3.3539,0.1563
05.04.2013 11:00:00.000 GMT+1100,3.3549,3.3690,3.3289,3.3429,0.1221
06.04.2013 11:00:00.000 GMT+1100,3.3429,3.3429,3.3429,3.3429,0
07.04.2013 10:00:00.000 GMT+1000,3.3410,3.3530,3.3410,3.3448,0.0065
08.04.2013 10:00:00.000 GMT+1000,3.3460,3.3930,3.3378,3.3769,0.1324
09.04.2013 10:00:00.000 GMT+1000,3.3760,3.4509,3.3760,3.4410,0.1562
10.04.2013 10:00:00.000 GMT+1000,3.4390,3.4399,3.4008,3.4118,0.1211
11.04.2013 10:00:00.000 GMT+1000,3.4130,3.4408,3.3878,3.4289,0.1408
12.04.2013 10:00:00.000 GMT+1000,3.4298,3.4319,3.3258,3.3339,0.1653
13.04.2013 10:00:00.000 GMT+1000,3.3339,3.3339,3.3339,3.3339,0
14.04.2013 10:00:00.000 GMT+1000,3.3313,3.3440,3.3288,3.3417,0.0048
15.04.2013 10:00:00.000 GMT+1000,3.3428,3.3529,3.1928,3.2677,0.3321
16.04.2013 10:00:00.000 GMT+1000,3.2689,3.3150,3.2219,3.3110,0.235
17.04.2013 10:00:00.000 GMT+1000,3.3099,3.3099,3.1579,3.1588,0.2307
18.04.2013 10:00:00.000 GMT+1000,3.1599,3.2100,3.0609,3.1895,0.3987
19.04.2013 10:00:00.000 GMT+1000,3.1915,3.1978,3.1077,3.1457,0.2985
20.04.2013 10:00:00.000 GMT+1000,3.1457,3.1457,3.1457,3.1457,0
21.04.2013 10:00:00.000 GMT+1000,3.1478,3.1478,3.1260,3.1279,0.0085
22.04.2013 10:00:00.000 GMT+1000,3.1290,3.1639,3.0819,3.1289,0.2574
23.04.2013 10:00:00.000 GMT+1000,3.1279,3.1309,3.0578,3.0849,0.2819
24.04.2013 10:00:00.000 GMT+1000,3.0839,3.1880,3.0838,3.1560,0.2489
25.04.2013 10:00:00.000 GMT+1000,3.1570,3.2580,3.1548,3.2520,0.2622
26.04.2013 10:00:00.000 GMT+1000,3.2509,3.2809,3.1738,3.1779,0.234
27.04.2013 10:00:00.000 GMT+1000,3.1779,3.1779,3.1779,3.1779,0
28.04.2013 10:00:00.000 GMT+1000,3.1749,3.1760,3.1482,3.1579,0.0021
29.04.2013 10:00:00.000 GMT+1000,3.1620,3.2398,3.1548,3.2148,0.14
30.04.2013 10:00:00.000 GMT+1000,3.2179,3.2460,3.1718,3.1918,0.1649
01.05.2013 10:00:00.000 GMT+1000,3.1930,3.1939,3.0427,3.0778,0.1867
02.05.2013 10:00:00.000 GMT+1000,3.0767,3.1368,3.0669,3.1250,0.2464
03.05.2013 10:00:00.000 GMT+1000,3.1238,3.3160,3.1128,3.3078,0.3192
04.05.2013 10:00:00.000 GMT+1000,3.3078,3.3078,3.3078,3.3078,0
05.05.2013 10:00:00.000 GMT+1000,3.3019,3.3029,3.2898,3.2960,0.0088
06.05.2013 10:00:00.000 GMT+1000,3.2950,3.3290,3.2819,3.2919,0.1705
07.05.2013 10:00:00.000 GMT+1000,3.2930,3.3459,3.2630,3.3039,0.2669
08.05.2013 10:00:00.000 GMT+1000,3.3019,3.3979,3.2617,3.3738,0.2893
09.05.2013 10:00:00.000 GMT+1000,3.3747,3.3758,3.3138,3.3208,0.2342
10.05.2013 10:00:00.000 GMT+1000,3.3219,3.3840,3.3027,3.3778,0.2648
11.05.2013 10:00:00.000 GMT+1000,3.3778,3.3778,3.3778,3.3778,0
12.05.2013 10:00:00.000 GMT+1000,3.3758,3.3770,3.3598,3.3659,0.01
13.05.2013 10:00:00.000 GMT+1000,3.3649,3.3770,3.3358,3.3528,0.1965
14.05.2013 10:00:00.000 GMT+1000,3.3559,3.3780,3.2738,3.3059,0.2139
15.05.2013 10:00:00.000 GMT+1000,3.3000,3.3099,3.2228,3.2660,0.2339
16.05.2013 10:00:00.000 GMT+1000,3.2649,3.3110,3.2309,3.2820,0.2452
17.05.2013 10:00:00.000 GMT+1000,3.2839,3.3450,3.2828,3.3140,0.2173
18.05.2013 10:00:00.000 GMT+1000,3.3140,3.3140,3.3140,3.3140,0
19.05.2013 10:00:00.000 GMT+1000,3.3179,3.3209,3.2699,3.3039,0.0188
20.05.2013 10:00:00.000 GMT+1000,3.3049,3.3720,3.2800,3.3458,0.2322
21.05.2013 10:00:00.000 GMT+1000,3.3470,3.3790,3.3218,3.3418,0.2197
22.05.2013 10:00:00.000 GMT+1000,3.3406,3.4179,3.3378,3.3609,0.255
23.05.2013 10:00:00.000 GMT+1000,3.3638,3.3690,3.2667,3.3138,0.2932
24.05.2013 10:00:00.000 GMT+1000,3.3150,3.3290,3.2809,3.2938,0.1998
25.05.2013 10:00:00.000 GMT+1000,3.2938,3.2938,3.2938,3.2938,0
26.05.2013 10:00:00.000 GMT+1000,3.2908,3.3079,3.2900,3.3030,0.0035
27.05.2013 10:00:00.000 GMT+1000,3.3039,3.3070,3.2819,3.3048,0.0656
28.05.2013 10:00:00.000 GMT+1000,3.3039,3.3439,3.2668,3.3028,0.288
29.05.2013 10:00:00.000 GMT+1000,3.3039,3.3230,3.2709,3.2919,0.1862
30.05.2013 10:00:00.000 GMT+1000,3.2908,3.3270,3.2559,3.3118,0.2075
31.05.2013 10:00:00.000 GMT+1000,3.3110,3.3299,3.2648,3.2699,0.1698
01.06.2013 10:00:00.000 GMT+1000,3.2699,3.2699,3.2699,3.2699,0
02.06.2013 10:00:00.000 GMT+1000,3.2885,3.3029,3.2885,3.2960,0.0129
03.06.2013 10:00:00.000 GMT+1000,3.2969,3.3459,3.2959,3.3339,0.1949
04.06.2013 10:00:00.000 GMT+1000,3.3328,3.3759,3.3210,3.3690,0.1847
05.06.2013 10:00:00.000 GMT+1000,3.3700,3.3970,3.3478,3.3649,0.2004
06.06.2013 10:00:00.000 GMT+1000,3.3620,3.3700,3.3028,3.3310,0.2088
07.06.2013 10:00:00.000 GMT+1000,3.3269,3.3420,3.2510,3.2669,0.2255
08.06.2013 10:00:00.000 GMT+1000,3.2669,3.2669,3.2669,3.2669,0
09.06.2013 10:00:00.000 GMT+1000,3.2670,3.2670,3.1994,3.2277,0.012
10.06.2013 10:00:00.000 GMT+1000,3.2319,3.2839,3.2159,3.2538,0.1617
11.06.2013 10:00:00.000 GMT+1000,3.2529,3.2620,3.1617,3.1679,0.161
12.06.2013 10:00:00.000 GMT+1000,3.1698,3.2310,3.1668,3.2129,0.1476
13.06.2013 10:00:00.000 GMT+1000,3.2120,3.2420,3.1609,3.2087,0.2245
14.06.2013 10:00:00.000 GMT+1000,3.2060,3.2230,3.1868,3.1989,0.1775
15.06.2013 10:00:00.000 GMT+1000,3.1989,3.1989,3.1989,3.1989,0
16.06.2013 10:00:00.000 GMT+1000,3.1969,3.1969,3.1926,3.1938,0.0034
17.06.2013 10:00:00.000 GMT+1000,3.1927,3.2370,3.1809,3.2060,0.1611
18.06.2013 10:00:00.000 GMT+1000,3.2050,3.2178,3.1379,3.1639,0.1921
19.06.2013 10:00:00.000 GMT+1000,3.1629,3.1729,3.1070,3.1168,0.1803
20.06.2013 10:00:00.000 GMT+1000,3.1180,3.1230,3.0250,3.0339,0.2795
21.06.2013 10:00:00.000 GMT+1000,3.0388,3.1040,3.0178,3.0947,0.258
22.06.2013 10:00:00.000 GMT+1000,3.0947,3.0947,3.0947,3.0947,0
23.06.2013 10:00:00.000 GMT+1000,3.0857,3.0930,3.0829,3.0848,0.0079
24.06.2013 10:00:00.000 GMT+1000,3.0859,3.0870,2.9868,3.0308,0.2882
25.06.2013 10:00:00.000 GMT+1000,3.0319,3.0869,2.9828,3.0639,0.2786
26.06.2013 10:00:00.000 GMT+1000,3.0629,3.0900,3.0158,3.0527,0.2933
27.06.2013 10:00:00.000 GMT+1000,3.0560,3.0780,3.0205,3.0488,0.2165
28.06.2013 10:00:00.000 GMT+1000,3.0509,3.0879,3.0149,3.0588,0.2451
29.06.2013 10:00:00.000 GMT+1000,3.0588,3.0588,3.0588,3.0588,0
30.06.2013 10:00:00.000 GMT+1000,3.0399,3.0770,3.0357,3.0659,0.0102
01.07.2013 10:00:00.000 GMT+1000,3.0649,3.1718,3.0389,3.1540,0.2167
02.07.2013 10:00:00.000 GMT+1000,3.1529,3.1650,3.1259,3.1459,0.1998
03.07.2013 10:00:00.000 GMT+1000,3.1449,3.1779,3.1358,3.1746,0.2028
04.07.2013 10:00:00.000 GMT+1000,3.1740,3.1750,3.1388,3.1460,0.1305
05.07.2013 10:00:00.000 GMT+1000,3.1469,3.1549,3.0479,3.0689,0.2028
06.07.2013 10:00:00.000 GMT+1000,3.0689,3.0689,3.0689,3.0689,0
07.07.2013 10:00:00.000 GMT+1000,3.0759,3.0780,3.0689,3.0699,0.0051
08.07.2013 10:00:00.000 GMT+1000,3.0707,3.1090,3.0569,3.0928,0.1724
09.07.2013 10:00:00.000 GMT+1000,3.0939,3.1150,3.0238,3.0649,0.2132
10.07.2013 10:00:00.000 GMT+1000,3.0658,3.1489,3.0298,3.1448,0.2472
11.07.2013 10:00:00.000 GMT+1000,3.1347,3.2000,3.1238,3.1850,0.2828
12.07.2013 10:00:00.000 GMT+1000,3.1799,3.1920,3.1350,3.1519,0.1755
13.07.2013 10:00:00.000 GMT+1000,3.1519,3.1519,3.1519,3.1519,0
14.07.2013 10:00:00.000 GMT+1000,3.1558,3.1570,3.1418,3.1479,0.0046
15.07.2013 10:00:00.000 GMT+1000,3.1489,3.1680,3.1239,3.1480,0.1884
16.07.2013 10:00:00.000 GMT+1000,3.1456,3.1900,3.1318,3.1739,0.1745
17.07.2013 10:00:00.000 GMT+1000,3.1749,3.1968,3.1118,3.1318,0.2321
18.07.2013 10:00:00.000 GMT+1000,3.1309,3.1389,3.1059,3.1310,0.1726
19.07.2013 10:00:00.000 GMT+1000,3.1319,3.1609,3.1118,3.1450,0.1636
20.07.2013 10:00:00.000 GMT+1000,3.1450,3.1450,3.1450,3.1450,0
21.07.2013 10:00:00.000 GMT+1000,3.1478,3.1750,3.1419,3.1678,0.0105
22.07.2013 10:00:00.000 GMT+1000,3.1668,3.2080,3.1479,3.1820,0.1833
23.07.2013 10:00:00.000 GMT+1000,3.1810,3.2158,3.1476,3.2049,0.2352
24.07.2013 10:00:00.000 GMT+1000,3.2029,3.2329,3.1639,3.1870,0.2372
25.07.2013 10:00:00.000 GMT+1000,3.1880,3.1950,3.1488,3.1868,0.1976
26.07.2013 10:00:00.000 GMT+1000,3.1878,3.1929,3.0938,3.1040,0.1879
27.07.2013 10:00:00.000 GMT+1000,3.1040,3.1040,3.1040,3.1040,0
28.07.2013 10:00:00.000 GMT+1000,3.1049,3.1120,3.0854,3.0939,0.008
29.07.2013 10:00:00.000 GMT+1000,3.0930,3.1160,3.0849,3.1009,0.1858
30.07.2013 10:00:00.000 GMT+1000,3.1029,3.1079,3.0348,3.0398,0.1537
31.07.2013 10:00:00.000 GMT+1000,3.0409,3.1259,3.0388,3.1129,0.2209
01.08.2013 10:00:00.000 GMT+1000,3.1120,3.1860,3.1017,3.1640,0.2256
02.08.2013 10:00:00.000 GMT+1000,3.1629,3.2050,3.1308,3.1649,0.1897
03.08.2013 10:00:00.000 GMT+1000,3.1649,3.1649,3.1649,3.1649,0
04.08.2013 10:00:00.000 GMT+1000,3.1699,3.1879,3.1676,3.1750,0.0061
05.08.2013 10:00:00.000 GMT+1000,3.1769,3.1790,3.1469,3.1629,0.15
06.08.2013 10:00:00.000 GMT+1000,3.1637,3.2080,3.1468,3.1669,0.1701
07.08.2013 10:00:00.000 GMT+1000,3.1679,3.1880,3.1278,3.1819,0.1781
08.08.2013 10:00:00.000 GMT+1000,3.1829,3.2780,3.1738,3.2609,0.2547
09.08.2013 10:00:00.000 GMT+1000,3.2597,3.3160,3.2409,3.3080,0.206
10.08.2013 10:00:00.000 GMT+1000,3.3080,3.3080,3.3080,3.3080,0
11.08.2013 10:00:00.000 GMT+1000,3.3057,3.3078,3.2989,3.2999,0.0052
12.08.2013 10:00:00.000 GMT+1000,3.3010,3.3280,3.2828,3.3119,0.2019
13.08.2013 10:00:00.000 GMT+1000,3.3110,3.3420,3.2918,3.3109,0.2016
14.08.2013 10:00:00.000 GMT+1000,3.3128,3.3480,3.2938,3.3399,0.203
15.08.2013 10:00:00.000 GMT+1000,3.3409,3.3620,3.2859,3.3459,0.2421
16.08.2013 10:00:00.000 GMT+1000,3.3446,3.3790,3.3379,3.3589,0.2637
17.08.2013 10:00:00.000 GMT+1000,3.3589,3.3589,3.3589,3.3589,0
18.08.2013 10:00:00.000 GMT+1000,3.3660,3.3689,3.3578,3.3659,0.006
19.08.2013 10:00:00.000 GMT+1000,3.3649,3.3720,3.3208,3.3348,0.1939
20.08.2013 10:00:00.000 GMT+1000,3.3359,3.3419,3.3018,3.3258,0.2076
21.08.2013 10:00:00.000 GMT+1000,3.3248,3.3319,3.2858,3.3018,0.2021
22.08.2013 10:00:00.000 GMT+1000,3.3030,3.3670,3.2949,3.3348,0.1951
23.08.2013 10:00:00.000 GMT+1000,3.3339,3.3590,3.3139,3.3530,0.1673
24.08.2013 10:00:00.000 GMT+1000,3.3530,3.3530,3.3530,3.3530,0
25.08.2013 10:00:00.000 GMT+1000,3.3578,3.3679,3.3529,3.3617,0.0011
26.08.2013 10:00:00.000 GMT+1000,3.3629,3.3879,3.2930,3.3288,0.1627
27.08.2013 10:00:00.000 GMT+1000,3.3280,3.3700,3.3068,3.3269,0.2449
28.08.2013 10:00:00.000 GMT+1000,3.3280,3.3449,3.2959,3.3017,0.2344
29.08.2013 10:00:00.000 GMT+1000,3.3028,3.3140,3.2306,3.2518,0.2005
30.08.2013 10:00:00.000 GMT+1000,3.2528,3.2779,3.2218,3.2349,0.1886
31.08.2013 10:00:00.000 GMT+1000,3.2349,3.2349,3.2349,3.2349,0
01.09.2013 10:00:00.000 GMT+1000,3.2610,3.2610,3.2447,3.2509,0.0102
02.09.2013 10:00:00.000 GMT+1000,3.2499,3.3090,3.2449,3.3070,0.1438
03.09.2013 10:00:00.000 GMT+1000,3.3059,3.3220,3.2748,3.3028,0.2083
04.09.2013 10:00:00.000 GMT+1000,3.3038,3.3050,3.2268,3.2518,0.1548
05.09.2013 10:00:00.000 GMT+1000,3.2509,3.2600,3.2198,3.2449,0.1709
06.09.2013 10:00:00.000 GMT+1000,3.2460,3.2860,3.2389,3.2587,0.1545
07.09.2013 10:00:00.000 GMT+1000,3.2587,3.2587,3.2587,3.2587,0
08.09.2013 10:00:00.000 GMT+1000,3.2658,3.2759,3.2576,3.2669,0.007
09.09.2013 10:00:00.000 GMT+1000,3.2658,3.2980,3.2639,3.2809,0.1233
10.09.2013 10:00:00.000 GMT+1000,3.2798,3.2950,3.2518,3.2748,0.1379
11.09.2013 10:00:00.000 GMT+1000,3.2739,3.2820,3.2538,3.2709,0.1234
12.09.2013 10:00:00.000 GMT+1000,3.2697,3.2710,3.1898,3.2039,0.1647
13.09.2013 10:00:00.000 GMT+1000,3.2048,3.2260,3.1898,3.2228,0.1509
14.09.2013 10:00:00.000 GMT+1000,3.2228,3.2228,3.2228,3.2228,0
15.09.2013 10:00:00.000 GMT+1000,3.2508,3.2548,3.2347,3.2380,0.0103
16.09.2013 10:00:00.000 GMT+1000,3.2369,3.2409,3.1978,3.2118,0.1544
17.09.2013 10:00:00.000 GMT+1000,3.2129,3.2390,3.1968,3.2220,0.138
18.09.2013 10:00:00.000 GMT+1000,3.2209,3.3250,3.2049,3.3140,0.1881
19.09.2013 10:00:00.000 GMT+1000,3.3119,3.3540,3.3108,3.3498,0.1434
20.09.2013 10:00:00.000 GMT+1000,3.3489,3.3580,3.3018,3.3050,0.1333
21.09.2013 10:00:00.000 GMT+1000,3.3050,3.3050,3.3050,3.3050,0
22.09.2013 10:00:00.000 GMT+1000,3.3000,3.3110,3.2967,3.3088,0.0108
23.09.2013 10:00:00.000 GMT+1000,3.3078,3.3090,3.2638,3.2880,0.1674
24.09.2013 10:00:00.000 GMT+1000,3.2889,3.2950,3.2348,3.2569,0.1482
25.09.2013 10:00:00.000 GMT+1000,3.2589,3.2770,3.2519,3.2679,0.1341
26.09.2013 10:00:00.000 GMT+1000,3.2668,3.3230,3.2599,3.3019,0.1451
27.09.2013 10:00:00.000 GMT+1000,3.3010,3.3299,3.2908,3.3200,0.1369
28.09.2013 10:00:00.000 GMT+1000,3.3200,3.3200,3.3200,3.3200,0
29.09.2013 10:00:00.000 GMT+1000,3.3049,3.3120,3.2929,3.3110,0.0121
30.09.2013 10:00:00.000 GMT+1000,3.3100,3.3390,3.3029,3.3199,0.1601
01.10.2013 10:00:00.000 GMT+1000,3.3187,3.3360,3.2478,3.2709,0.1773
02.10.2013 10:00:00.000 GMT+1000,3.3089,3.3089,3.3078,3.3089,0.0005
03.10.2013 10:00:00.000 GMT+1000,3.3098,3.3240,3.2608,3.2788,0.1293
04.10.2013 10:00:00.000 GMT+1000,3.2778,3.3159,3.2569,3.2999,0.1671
05.10.2013 10:00:00.000 GMT+1000,3.2999,3.2999,3.2999,3.2999,0
06.10.2013 11:00:00.000 GMT+1100,3.2966,3.3049,3.2928,3.2968,0.007
07.10.2013 11:00:00.000 GMT+1100,3.2958,3.3120,3.2628,3.2989,0.2108
08.10.2013 11:00:00.000 GMT+1100,3.2979,3.3209,3.2818,3.2939,0.2807
09.10.2013 11:00:00.000 GMT+1100,3.2929,3.2960,3.2188,3.2258,0.3233
10.10.2013 11:00:00.000 GMT+1100,3.2249,3.2519,3.2148,3.2429,0.2695
11.10.2013 11:00:00.000 GMT+1100,3.2439,3.2730,3.2247,3.2688,0.244
12.10.2013 11:00:00.000 GMT+1100,3.2688,3.2688,3.2688,3.2688,0
13.10.2013 11:00:00.000 GMT+1100,3.2607,3.2630,3.2507,3.2558,0.0064
14.10.2013 11:00:00.000 GMT+1100,3.2549,3.3158,3.2438,3.3019,0.3026
15.10.2013 11:00:00.000 GMT+1100,3.3009,3.3090,3.2799,3.2990,0.2932
16.10.2013 11:00:00.000 GMT+1100,3.2999,3.3280,3.2620,3.3148,0.3615
17.10.2013 11:00:00.000 GMT+1100,3.3160,3.3240,3.2698,3.2920,0.2804
18.10.2013 11:00:00.000 GMT+1100,3.2929,3.3189,3.2859,3.2880,0.2086
19.10.2013 11:00:00.000 GMT+1100,3.2880,3.2880,3.2880,3.2880,0
20.10.2013 11:00:00.000 GMT+1100,3.2908,3.2910,3.2898,3.2910,0.0002
21.10.2013 11:00:00.000 GMT+1100,3.2929,3.3100,3.2868,3.2988,0.0898
